,id,device_id,timestamp,battery_state,battery_level,timezone,country_code,memory_active,memory_inactive,memory_free,memory_user,charger,health,voltage,temperature,usage,up_time,sleep_time,network_status,network_type,mobile_network_type,mobile_data_status,mobile_data_activity,wifi_status,wifi_signal_strength,wifi_link_speed,screen_on,screen_brightness,roaming_enabled,bluetooth_enabled,location_enabled,power_saver_enabled,nfc_enabled,developer_mode,free,total,free_external,total_system
28,1256,242,2017-10-09 13:01:20,Charging,43.0,Europe/Madrid,pt,357748,360876,1417568,43620,ac,Good,4.01,37.0,0.62,59245,38708,WIFI,WIFI,utms,disconnected,none,enabled,-44,65,1,-1,0,0,0,0,0,0,530,11819,85,2417
29,1257,242,2017-10-09 13:02:41,Charging,44.0,Europe/Madrid,pt,366008,370432,1417568,22864,ac,Good,3.98,37.7,0.52,59325,38708,WIFI,WIFI,utms,disconnected,none,enabled,-48,65,1,-1,0,0,0,0,0,0,530,11819,85,2417
30,1258,242,2017-10-09 13:04:01,Charging,45.0,Europe/Madrid,pt,367784,380212,1417568,23740,ac,Good,4.03,37.9,0.61,59405,38708,WIFI,WIFI,utms,disconnected,none,enabled,-44,65,1,-1,0,0,0,0,0,0,529,11819,85,2417
31,1259,242,2017-10-09 13:05:02,Charging,46.0,Europe/Madrid,pt,359972,362132,1417568,43940,ac,Good,4.04,38.0,0.48,59465,38708,WIFI,WIFI,utms,disconnected,none,enabled,-43,65,1,-1,0,0,0,0,0,0,529,11819,85,2417
32,1260,242,2017-10-09 13:06:22,Charging,47.0,Europe/Madrid,pt,345776,394036,1417568,42864,ac,Good,4.06,37.9,0.59,59546,38708,WIFI,WIFI,utms,disconnected,none,enabled,-35,65,1,-1,0,0,0,0,0,0,530,11819,85,2417
33,1261,242,2017-10-09 13:07:33,Charging,48.0,Europe/Madrid,pt,374168,376244,1417568,24908,ac,Good,4.03,37.5,0.54,59618,38708,WIFI,WIFI,utms,disconnected,none,enabled,-33,65,1,-1,0,0,0,0,0,0,530,11819,85,2417
34,1262,242,2017-10-09 13:08:34,Charging,49.0,Europe/Madrid,pt,379924,372252,1417568,26288,ac,Good,4.08,37.1,0.33,59678,38708,WIFI,WIFI,utms,disconnected,none,enabled,-33,65,1,-1,0,0,0,0,0,0,530,11819,85,2417
35,1263,242,2017-10-09 13:09:34,Charging,50.0,Europe/Madrid,pt,388480,366820,1417568,20912,ac,Good,4.09,36.9,0.3,59738,38708,WIFI,WIFI,utms,disconnected,none,enabled,-34,65,1,-1,0,0,0,0,0,0,530,11819,85,2417
36,1264,242,2017-10-09 13:10:25,Charging,51.0,Europe/Madrid,pt,385576,369144,1417568,23356,ac,Good,4.09,36.8,0.33,59788,38708,WIFI,WIFI,utms,disconnected,none,enabled,-34,65,1,-1,0,0,0,0,0,0,530,11819,85,2417
37,1265,242,2017-10-09 13:11:05,Charging,52.0,Europe/Madrid,pt,375928,382060,1417568,26264,ac,Good,4.05,36.7,0.65,59829,38708,WIFI,WIFI,utms,disconnected,none,enabled,-33,65,1,-1,0,0,0,0,0,0,530,11819,85,2417
38,1266,242,2017-10-09 13:11:55,Charging,53.0,Europe/Madrid,pt,365088,366568,1417568,21576,ac,Good,4.02,36.6,0.98,59879,38708,WIFI,WIFI,utms,disconnected,none,enabled,-35,65,1,-1,0,0,0,0,0,0,502,11819,85,2417
39,1267,242,2017-10-09 13:12:56,Charging,54.0,Europe/Madrid,pt,367868,378380,1417568,27132,ac,Good,4.1,36.6,0.43,59939,38708,WIFI,WIFI,utms,disconnected,none,enabled,-38,65,1,-1,0,0,0,0,0,0,472,11819,85,2417
40,1268,242,2017-10-09 13:13:36,Charging,55.0,Europe/Madrid,pt,367636,369012,1417568,38120,ac,Good,4.11,36.5,0.3,59979,38708,WIFI,WIFI,utms,disconnected,none,enabled,-48,65,1,-1,0,0,0,0,0,0,472,11819,85,2417
41,1269,242,2017-10-09 13:14:16,Charging,56.0,Europe/Madrid,pt,366560,371496,1417568,37212,ac,Good,4.11,36.5,0.35,60020,38708,WIFI,WIFI,utms,disconnected,none,enabled,-37,65,1,-1,0,0,0,0,0,0,472,11819,85,2417
42,2348,242,2017-10-09 13:14:36,Charging,56.0,Europe/Madrid,pt,370036,377572,1417568,28084,ac,Good,4.11,36.4,0.45,60041,38708,WIFI,WIFI,utms,disconnected,none,enabled,-38,65,1,-1,0,0,0,0,0,0,472,11819,85,2417
43,2349,242,2017-10-09 13:14:57,Charging,57.0,Europe/Madrid,pt,374500,377928,1417568,26816,ac,Good,4.09,36.5,0.67,60061,38708,WIFI,WIFI,utms,disconnected,none,enabled,-37,65,1,-1,0,0,0,0,0,0,472,11819,85,2417
44,2350,242,2017-10-09 13:15:47,Charging,58.0,Europe/Madrid,pt,343940,353624,1417568,45560,ac,Good,4.11,36.5,0.88,60112,38708,WIFI,WIFI,utms,disconnected,none,enabled,-40,65,1,-1,0,0,0,0,0,0,472,11819,85,2417
45,2351,242,2017-10-09 13:17:27,Discharging,59.0,Europe/Madrid,pt,359176,443008,1417568,23648,unplugged,Good,3.97,36.1,0.41,60211,38708,WIFI,WIFI,utms,disconnected,none,enabled,-40,65,1,-1,0,0,0,0,0,0,517,11819,85,2417
46,2352,242,2017-10-09 13:33:30,Charging,60.0,Europe/Madrid,pt,365808,375660,1417568,34544,ac,Good,4.02,32.9,0.65,61175,39145,WIFI,WIFI,utms,disconnected,none,enabled,-49,65,1,-1,0,0,0,0,0,0,513,11819,85,2417
47,2353,242,2017-10-09 13:35:11,Charging,61.0,Europe/Madrid,pt,378096,398440,1417568,22364,ac,Good,4.06,33.2,0.62,61274,39145,WIFI,WIFI,utms,disconnected,none,enabled,-45,65,1,-1,0,0,0,0,0,0,513,11819,85,2417
48,2354,242,2017-10-09 13:36:42,Charging,62.0,Europe/Madrid,pt,378168,399488,1417568,20016,ac,Good,4.07,33.5,0.33,61365,39145,WIFI,WIFI,utms,disconnected,none,enabled,-48,65,1,-1,0,0,0,0,0,0,513,11819,85,2417
49,2355,242,2017-10-09 13:38:22,Charging,63.0,Europe/Madrid,pt,361740,359792,1417568,38556,ac,Good,4.03,33.8,0.73,61467,39145,WIFI,WIFI,utms,disconnected,none,enabled,-45,65,1,-1,0,0,0,0,0,0,512,11819,85,2417
50,2356,242,2017-10-09 13:39:33,Charging,64.0,Europe/Madrid,pt,355896,359832,1417568,20064,ac,Good,4.1,34.5,0.69,61536,39145,WIFI,WIFI,utms,disconnected,none,enabled,-48,65,1,-1,0,0,0,0,0,0,512,11819,85,2417
51,2357,242,2017-10-09 13:40:54,Charging,65.0,Europe/Madrid,pt,341064,345724,1417568,22680,ac,Good,4.12,35.1,0.63,61617,39145,WIFI,WIFI,utms,disconnected,none,enabled,-49,65,1,-1,0,0,0,0,0,0,512,11819,85,2417
52,2358,242,2017-10-09 13:42:04,Charging,66.0,Europe/Madrid,pt,323508,333852,1417568,35236,ac,Good,4.14,35.6,0.58,61689,39145,WIFI,WIFI,utms,disconnected,none,enabled,-46,65,1,-1,0,0,0,0,0,0,512,11819,85,2417
53,2359,242,2017-10-09 14:09:20,Discharging,86.0,Europe/Madrid,pt,343868,354896,1417568,42084,unplugged,Good,4.23,34.3,0.66,63325,39145,WIFI,WIFI,utms,disconnected,none,enabled,-32,65,1,-1,0,0,0,0,0,0,517,11819,85,2417
54,2360,242,2017-10-09 14:11:17,Charging,87.0,Europe/Madrid,pt,374656,378904,1417568,34640,ac,Good,4.29,34.6,0.59,63441,39145,WIFI,WIFI,utms,disconnected,none,enabled,-38,65,1,-1,0,0,0,0,0,0,516,11819,85,2417
55,2361,242,2017-10-09 14:13:18,Charging,88.0,Europe/Madrid,pt,367612,391368,1417568,64072,ac,Good,4.29,34.2,0.49,63562,39145,WIFI,WIFI,utms,disconnected,none,enabled,-32,65,1,-1,0,0,0,0,0,0,516,11819,85,2417
56,2362,242,2017-10-09 14:15:39,Charging,89.0,Europe/Madrid,pt,371784,372952,1417568,59588,ac,Good,4.29,33.7,0.38,63703,39145,WIFI,WIFI,utms,disconnected,none,enabled,-28,65,1,-1,0,0,0,0,0,0,516,11819,85,2417
57,2363,242,2017-10-09 14:18:20,Charging,90.0,Europe/Madrid,pt,365352,370996,1417568,63388,ac,Good,4.3,33.2,0.35,63864,39145,WIFI,WIFI,utms,disconnected,none,enabled,-32,65,1,-1,0,0,0,0,0,0,516,11819,85,2417
58,2364,242,2017-10-09 14:20:52,Charging,91.0,Europe/Madrid,pt,378404,384816,1417568,34516,ac,Good,4.3,33.0,0.25,64015,39145,WIFI,WIFI,utms,disconnected,none,enabled,-32,65,1,-1,0,0,0,0,0,0,516,11819,85,2417
59,2365,242,2017-10-09 14:23:53,Charging,92.0,Europe/Madrid,pt,375404,397968,1417568,24072,ac,Good,4.3,32.8,0.31,64197,39145,WIFI,WIFI,utms,disconnected,none,enabled,-32,65,1,-1,0,0,0,0,0,0,516,11819,85,2417
60,2366,242,2017-10-09 14:27:25,Charging,93.0,Europe/Madrid,pt,379420,388188,1417568,27336,ac,Good,4.31,32.5,0.36,64409,39145,WIFI,WIFI,utms,disconnected,none,enabled,-35,65,1,-1,0,0,0,0,0,0,516,11819,85,2417
61,2367,242,2017-10-09 14:30:01,Discharging,92.0,Europe/Madrid,pt,382012,391248,1417568,21572,unplugged,Good,4.17,31.7,0.33,64565,39145,WIFI,WIFI,utms,disconnected,none,enabled,-38,65,1,-1,0,0,0,0,0,0,515,11819,85,2417
